Heat No,Date,Location,Sample_Id,NPP
196851,07-Jan-25,Sequence,Y5,91
196851,07-Jan-25,Sequence,X5,93
196851,07-Jan-25,Sequence,Z5,74
197491,01-Jan-25,CCM,X3-RE,57
197491,01-Jan-25,CCM,Z5,56
197491,04-Jan-25,CCM,X3,56
197491,04-Jan-25,CCM,Z5,52
197491,04-Jan-25,CCM,Y4,57
198988,20-Jan-25,Sequence,X3-RE CHECK,73
198988,20-Jan-25,Sequence,Z7-RE CHECK,74
199115,01-Jan-25,CCM,X5,60
199115,01-Jan-25,CCM,Y6,69
199115,01-Jan-25,CCM,Z7,65
199143,01-Jan-25,Sequence,X5,96
199143,01-Jan-25,Sequence,Y5,97
199143,01-Jan-25,Sequence,Z5,98
199227,02-Jan-25,Sequence,X1,63
199227,02-Jan-25,Sequence,Y1,63
199227,02-Jan-25,Sequence,Z1,61
199227,02-Jan-25,Sequence,X5,65
199227,02-Jan-25,Sequence,Y5,63
199227,02-Jan-25,Sequence,Z5,63
199234,03-Jan-25,Sequence,ZL,47
199234,03-Jan-25,Sequence,YL,52
199234,03-Jan-25,Sequence,XL,49
199236,03-Jan-25,Sequence,XL,49
199236,03-Jan-25,Sequence,YL,47
199236,03-Jan-25,Sequence,ZL,46
199256,01-Jan-25,CCM,X5,80
199256,01-Jan-25,CCM,Y6,85
199256,01-Jan-25,CCM,Z6,77
199274,01-Jan-25,CCM,X5,94
199274,01-Jan-25,CCM,Y5,96
199274,01-Jan-25,CCM,Z5,95
199275,01-Jan-25,CCM,X5,82
199275,01-Jan-25,CCM,Y6,83
199275,01-Jan-25,CCM,Z7,83
199276,01-Jan-25,LRF,L5,85
199276,01-Jan-25,CCM,X5,90
199276,01-Jan-25,CCM,Y6,87
199276,01-Jan-25,CCM,Z7,89
199277,01-Jan-25,LRF,L4,78
199277,01-Jan-25,LRF,L5,88
199277,01-Jan-25,CCM,X5,100
199277,01-Jan-25,CCM,Y6,99
199277,01-Jan-25,CCM,Z7,100
199278,01-Jan-25,LRF,L4,74
199278,01-Jan-25,CCM,X5,85
199278,01-Jan-25,CCM,Y6,84
199278,01-Jan-25,CCM,Z7,88
199279,01-Jan-25,LRF,L4,72
199279,01-Jan-25,LRF,L5,86
199279,01-Jan-25,CCM,X5,109
199279,01-Jan-25,CCM,Y6,106
199279,01-Jan-25,CCM,Z7,106
199280,01-Jan-25,LRF,L4,70
199280,01-Jan-25,LRF,L5,73
199280,01-Jan-25,CCM,X5,87
199280,01-Jan-25,CCM,Y6,89
199280,01-Jan-25,CCM,Z7,86
199281,01-Jan-25,LRF,L4,96
199281,01-Jan-25,LRF,L5,97
199281,01-Jan-25,LRF,L6,110
199281,01-Jan-25,CCM,X5,133
199281,01-Jan-25,CCM,Z7,131
199281,01-Jan-25,CCM,Y6,129
199282,01-Jan-25,LRF,L4,81
199282,01-Jan-25,LRF,L5,52
199282,01-Jan-25,LRF,L6,54
199282,01-Jan-25,CCM,X5,72
199282,01-Jan-25,CCM,Y6,67
199282,01-Jan-25,CCM,Z5,67
199283,01-Jan-25,LRF,L4,74
199283,01-Jan-25,LRF,L5,71
199283,01-Jan-25,LRF,L6,60
199283,01-Jan-25,LRF,L7,61
199283,01-Jan-25,CCM,X5,90
199283,01-Jan-25,CCM,Y6,89
199283,01-Jan-25,CCM,Z7,89
199283,01-Jan-25,Sequence,X5,77
199283,01-Jan-25,Sequence,Y6,85
199283,01-Jan-25,Sequence,Z5,74
199284,01-Jan-25,LRF,L4,62
199284,01-Jan-25,CCM,X5,70
199284,01-Jan-25,CCM,Y6,72
199284,01-Jan-25,CCM,Z7,71
199285,01-Jan-25,LRF,L4,86
199285,01-Jan-25,LRF,L5,59
199285,01-Jan-25,LRF,L6,61
199285,01-Jan-25,CCM,X5,74
199285,01-Jan-25,CCM,Y6,69
199285,01-Jan-25,CCM,Z7,72
199286,01-Jan-25,LRF,L4,54
199286,01-Jan-25,CCM,X5,66
199286,01-Jan-25,Sequence,Z7R,92
199286,01-Jan-25,CCM,Y6,65
199287,01-Jan-25,LRF,L4,73
199287,01-Jan-25,LRF,L5,74
199287,01-Jan-25,LRF,L6,71
199287,01-Jan-25,CCM,X5,77
199287,01-Jan-25,CCM,Y6,80
199287,01-Jan-25,CCM,Z7,78
199288,01-Jan-25,LRF,L4,71
199288,01-Jan-25,LRF,L5,73
199288,01-Jan-25,CCM,X5,86
199288,01-Jan-25,CCM,Z7,76
199288,01-Jan-25,CCM,Y6,81
199289,01-Jan-25,LRF,L4,54
199289,01-Jan-25,CCM,Y6,75
199289,01-Jan-25,CCM,Z5,76
199290,01-Jan-25,LRF,L4,49
199290,01-Jan-25,LRF,L5,54
199290,01-Jan-25,CCM,X5,62
199290,01-Jan-25,CCM,Y6,61
199290,01-Jan-25,CCM,Z5,60
199291,01-Jan-25,LRF,L4,56
199291,01-Jan-25,CCM,X5,63
199291,01-Jan-25,CCM,Z7,60
199291,01-Jan-25,CCM,Y5,63
199292,01-Jan-25,LRF,L4,61
199292,01-Jan-25,CCM,X5,75
199292,01-Jan-25,CCM,Y6,70
199292,01-Jan-25,CCM,Z7,74
199293,01-Jan-25,LRF,L4,58
199293,01-Jan-25,CCM,X5,69
199293,01-Jan-25,CCM,Y5,65
199293,01-Jan-25,CCM,Z5,67
199293,07-Jan-25,Sequence,XL,60
199293,07-Jan-25,Sequence,YL,61
199293,07-Jan-25,Sequence,ZL,61
199294,01-Jan-25,LRF,L4,84
199294,01-Jan-25,LRF,L5,51
199294,01-Jan-25,CCM,X5,64
199294,01-Jan-25,CCM,Z7,61
199294,01-Jan-25,CCM,Y6,59
199295,01-Jan-25,LRF,L4,56
199295,01-Jan-25,LRF,L5,55
199295,01-Jan-25,CCM,X5,71
199295,01-Jan-25,CCM,Y5,72
199295,01-Jan-25,CCM,Z7,71
199295,02-Jan-25,Sequence,ZL,100
199295,02-Jan-25,Sequence,YL,106
199295,02-Jan-25,Sequence,XL,102
199296,01-Jan-25,LRF,L4,70
199296,01-Jan-25,LRF,L5,72
199296,01-Jan-25,CCM,X5,93
199296,01-Jan-25,CCM,Y6,92
199296,01-Jan-25,CCM,Z7,92
199296,02-Jan-25,Sequence,YL,104
199296,02-Jan-25,Sequence,ZL,98
199296,02-Jan-25,Sequence,XL,103
199297,01-Jan-25,LRF,L4,68
199297,01-Jan-25,LRF,L5,63
199297,01-Jan-25,CCM,X5,78
199297,01-Jan-25,CCM,Y6,76
199297,01-Jan-25,CCM,Z7,78
199298,01-Jan-25,LRF,L4,50
199298,01-Jan-25,CCM,X5,51
199298,01-Jan-25,CCM,Y6,49
199298,01-Jan-25,CCM,Z7,48
199299,01-Jan-25,LRF,L4,70
199299,01-Jan-25,CCM,X5,65
199299,01-Jan-25,CCM,Y6,68
199299,01-Jan-25,CCM,Z7,61
199300,01-Jan-25,LRF,L4,93
199300,01-Jan-25,LRF,L5,85
199300,01-Jan-25,CCM,X5,82
199300,01-Jan-25,CCM,Y6,78
199300,01-Jan-25,CCM,Z7,82
199301,01-Jan-25,LRF,L4,59
199301,01-Jan-25,LRF,L5,65
199301,02-Jan-25,CCM,X5,61
199301,02-Jan-25,CCM,Y6,62
199301,02-Jan-25,CCM,Z7,60
199301,03-Jan-25,Sequence,X5,54
199301,03-Jan-25,Sequence,Y5,52
199301,03-Jan-25,Sequence,Z5,55
199302,01-Jan-25,LRF,L4,62
199302,01-Jan-25,LRF,L5,61
199302,02-Jan-25,CCM,X5,75
199302,02-Jan-25,CCM,Y6,73
199302,02-Jan-25,CCM,Z7,71
199303,01-Jan-25,LRF,L4,85
199303,01-Jan-25,LRF,L5,94
199303,02-Jan-25,CCM,X5,88
199303,02-Jan-25,CCM,Y6,87
199303,02-Jan-25,CCM,Z7,89
199304,01-Jan-25,LRF,L4,56
199304,01-Jan-25,LRF,L5,57
199304,02-Jan-25,CCM,X5,61
199304,02-Jan-25,CCM,Y6,61
199304,02-Jan-25,CCM,Z7,65
199305,01-Jan-25,LRF,L4,56
199305,01-Jan-25,LRF,L5,65
199305,02-Jan-25,CCM,X5,64
199305,02-Jan-25,CCM,Y6,62
199305,02-Jan-25,CCM,Z7,63
199306,01-Jan-25,LRF,L4,48
199306,02-Jan-25,CCM,X5,44
199306,02-Jan-25,CCM,Y6,47
199306,02-Jan-25,CCM,Z7,44
199307,01-Jan-25,LRF,L5,66
199307,02-Jan-25,CCM,X5,67
199307,02-Jan-25,CCM,Y6,70
199307,02-Jan-25,CCM,Z7,70
199308,01-Jan-25,LRF,L4,54
199308,02-Jan-25,CCM,X5,57
199308,02-Jan-25,CCM,Y6,53
199308,02-Jan-25,CCM,Z7,59
199309,01-Jan-25,LRF,L4,63
199309,02-Jan-25,CCM,X5,63
199309,02-Jan-25,CCM,Y6,67
199309,02-Jan-25,CCM,Z7,65
199310,01-Jan-25,LRF,L4,111
199310,01-Jan-25,LRF,L5,168
199310,02-Jan-25,CCM,X5,161
199310,02-Jan-25,CCM,Y6,155
199310,02-Jan-25,CCM,Z7,156
199310,03-Jan-25,Sequence,X5,158
199310,03-Jan-25,Sequence,Y5,136
199310,03-Jan-25,Sequence,Z5,136
199311,01-Jan-25,LRF,L4,86
199311,01-Jan-25,LRF,L5,90
199311,01-Jan-25,LRF,L6,130
199311,02-Jan-25,CCM,X5,140
199311,02-Jan-25,CCM,Y5,134
199311,02-Jan-25,CCM,Z5,128
199312,01-Jan-25,LRF,L4,155
199312,02-Jan-25,LRF,L5,165
199312,02-Jan-25,CCM,X5,171
199312,02-Jan-25,CCM,Y6,174
199312,02-Jan-25,CCM,Z7,165
199313,02-Jan-25,LRF,L4,104
199313,02-Jan-25,CCM,X6,113
199313,02-Jan-25,CCM,Y6,107
199313,02-Jan-25,CCM,Z7,104
199314,02-Jan-25,LRF,L4,96
199314,02-Jan-25,CCM,X5,101
199314,02-Jan-25,CCM,Y6,103
199315,02-Jan-25,LRF,L4,116
199315,02-Jan-25,LRF,L5,114
199315,02-Jan-25,CCM,X5,117
199315,02-Jan-25,CCM,Y6,117
199315,02-Jan-25,CCM,Z7,116
199316,02-Jan-25,LRF,L4,65
199316,02-Jan-25,LRF,L5,64
199316,02-Jan-25,CCM,X5,71
199316,02-Jan-25,CCM,Y6,68
199316,02-Jan-25,CCM,Z7,69
199317,02-Jan-25,LRF,L4,105
199317,02-Jan-25,CCM,X5,113
199317,02-Jan-25,CCM,Y6,117
199317,02-Jan-25,CCM,Z7,117
199318,02-Jan-25,LRF,L4,90
199318,02-Jan-25,LRF,L5,146
199318,02-Jan-25,CCM,X5,152
199318,02-Jan-25,CCM,Y5,152
199318,02-Jan-25,CCM,Z5,153
199319,02-Jan-25,LRF,L4,138
199319,02-Jan-25,CCM,X5,149
199319,02-Jan-25,CCM,Y5,148
199319,02-Jan-25,CCM,Z5,146
199320,02-Jan-25,LRF,L4,56
199320,02-Jan-25,LRF,L5,68
199320,02-Jan-25,CCM,X5,73
199320,02-Jan-25,CCM,Y6,71
199320,02-Jan-25,CCM,Z7,67
199321,02-Jan-25,LRF,L4,89
199321,02-Jan-25,LRF,L5,139
199321,02-Jan-25,CCM,X5,162
199321,02-Jan-25,CCM,Y5,154
199321,02-Jan-25,CCM,Z5,157
199321,03-Jan-25,Sequence,X5,132
199321,03-Jan-25,Sequence,Y5,131
199321,03-Jan-25,Sequence,Z5,137
199322,02-Jan-25,LRF,L4,71
199322,02-Jan-25,CCM,X5,78
199322,02-Jan-25,CCM,Y6,79
199322,02-Jan-25,CCM,Z7,75
199323,02-Jan-25,LRF,L4,58
199323,02-Jan-25,LRF,L5,55
199323,02-Jan-25,CCM,X5,62
199323,02-Jan-25,CCM,Y6,59
199323,02-Jan-25,CCM,Z7,63
199324,02-Jan-25,LRF,L4,57
199324,02-Jan-25,CCM,X5,82
199324,02-Jan-25,CCM,Y5,82
199324,02-Jan-25,CCM,Z5,82
199325,02-Jan-25,LRF,L4,62
199325,02-Jan-25,LRF,L5,63
199325,02-Jan-25,CCM,X5,82
199325,02-Jan-25,CCM,Y5,79
199325,02-Jan-25,CCM,Z5,80
199326,02-Jan-25,LRF,L4,59
199326,02-Jan-25,CCM,Z5,74
199326,02-Jan-25,CCM,Y5,75
199326,02-Jan-25,CCM,X5,76
199327,02-Jan-25,LRF,L4,96
199327,02-Jan-25,LRF,L5,134
199327,02-Jan-25,CCM,X5,146
199327,02-Jan-25,CCM,Y5,143
199327,02-Jan-25,CCM,Z5,145
199328,02-Jan-25,LRF,L4,101
199328,02-Jan-25,LRF,L5,135
199328,02-Jan-25,CCM,X5,143
199328,02-Jan-25,CCM,Y5,140
199328,02-Jan-25,CCM,Z5,137
199329,02-Jan-25,LRF,L4,118
199329,02-Jan-25,LRF,L5,109
199329,02-Jan-25,LRF,L6,112
199329,02-Jan-25,CCM,X5,119
199329,02-Jan-25,CCM,Y5,115
199329,02-Jan-25,CCM,Z5,116
199330,02-Jan-25,LRF,L4,98
199330,02-Jan-25,LRF,L5,112
199330,02-Jan-25,CCM,X5,122
199330,02-Jan-25,CCM,Y6,121
199330,02-Jan-25,CCM,Z7,123
199331,02-Jan-25,LRF,L4,140
199331,02-Jan-25,LRF,L5,87
199331,02-Jan-25,LRF,L6,94
199331,02-Jan-25,CCM,X5,111
199331,02-Jan-25,CCM,Y6,112
199331,02-Jan-25,CCM,Z7,111
199332,02-Jan-25,LRF,L4,59
199332,02-Jan-25,LRF,L4,59
199332,02-Jan-25,LRF,L5,61
199332,03-Jan-25,CCM,X5,76
199332,03-Jan-25,CCM,Y6,74
199332,03-Jan-25,CCM,Z7,72
199333,02-Jan-25,LRF,L4,55
199333,02-Jan-25,LRF,L5,57
199333,03-Jan-25,CCM,X5,72
199333,03-Jan-25,CCM,Y6,70
199333,03-Jan-25,CCM,Z7,71
199334,02-Jan-25,LRF,L4,73
199334,03-Jan-25,CCM,X5,77
199334,03-Jan-25,CCM,Y6,80
199334,03-Jan-25,CCM,Z7,75
199335,02-Jan-25,LRF,L4,62
199335,02-Jan-25,LRF,L5,63
199335,03-Jan-25,CCM,X5,71
199335,03-Jan-25,CCM,Y6,71
199335,03-Jan-25,CCM,Z7,73
199336,02-Jan-25,LRF,L4,68
199336,03-Jan-25,LRF,L5,71
199336,03-Jan-25,CCM,X5,82
199336,03-Jan-25,CCM,Y6,76
199336,03-Jan-25,CCM,Z7,84
199337,03-Jan-25,LRF,L4,69
199337,03-Jan-25,LRF,L5,68
199337,03-Jan-25,CCM,X5,79
199337,03-Jan-25,CCM,Y6,77
199337,03-Jan-25,CCM,Z7,82
199338,03-Jan-25,LRF,L4,69
199338,03-Jan-25,CCM,X5,79
199338,03-Jan-25,CCM,Y6,76
199338,03-Jan-25,CCM,Z7,71
199339,03-Jan-25,LRF,L4,63
199339,03-Jan-25,LRF,L5,65
199339,03-Jan-25,CCM,X5,76
199339,03-Jan-25,CCM,Y6,70
199339,03-Jan-25,CCM,Z7,72
199340,03-Jan-25,LRF,L4,48
199340,03-Jan-25,LRF,L5,50
199340,03-Jan-25,CCM,X5,61
199340,03-Jan-25,CCM,Y6,61
199340,03-Jan-25,CCM,Z7,66
199341,03-Jan-25,LRF,L4,61
199341,03-Jan-25,CCM,X5,67
199341,03-Jan-25,CCM,Y6,81
199341,03-Jan-25,CCM,Z7,59
199342,03-Jan-25,LRF,L4,61
199342,03-Jan-25,CCM,L5,63
199342,03-Jan-25,CCM,X5,66
199342,03-Jan-25,CCM,Y5,65
199342,03-Jan-25,CCM,Z5,63
199343,03-Jan-25,LRF,L4,55
199343,03-Jan-25,CCM,X5,55
199343,03-Jan-25,CCM,Y5,53
199343,03-Jan-25,CCM,Z5,52
199344,03-Jan-25,LRF,L4,63
199344,03-Jan-25,CCM,X5,71
199344,03-Jan-25,CCM,Y5,72
199345,03-Jan-25,LRF,L4,66
199345,03-Jan-25,CCM,X5,66
199345,03-Jan-25,CCM,Y5,69
199345,03-Jan-25,CCM,Z5,67
199346,03-Jan-25,LRF,L4,62
199346,03-Jan-25,CCM,X5,64
199346,03-Jan-25,CCM,Y5,67
199346,03-Jan-25,CCM,Z5,67
199347,03-Jan-25,LRF,L4,63
199347,03-Jan-25,CCM,X5,60
199347,03-Jan-25,CCM,Y5,59
199347,03-Jan-25,CCM,Z5,57
199348,03-Jan-25,LRF,L4,74
199348,03-Jan-25,LRF,L5,69
199348,03-Jan-25,CCM,X5,68
199348,03-Jan-25,CCM,Y5,72
199348,03-Jan-25,CCM,Z5,72
199349,03-Jan-25,LRF,L4,74
199349,03-Jan-25,LRF,L5,76
199349,03-Jan-25,CCM,X5,72
199349,03-Jan-25,CCM,Y5,70
199349,03-Jan-25,CCM,Z5,70
199350,03-Jan-25,LRF,L4,60
199350,03-Jan-25,LRF,L5,63
199350,03-Jan-25,CCM,X5,58
199350,03-Jan-25,CCM,Y5,56
199350,03-Jan-25,CCM,Z5,59
199351,03-Jan-25,LRF,L4,76
199351,03-Jan-25,LRF,L5,85
199351,03-Jan-25,CCM,Z5,78
199351,03-Jan-25,CCM,Y5,79
199351,03-Jan-25,CCM,X5,80
199352,03-Jan-25,LRF,L4,57
199352,03-Jan-25,CCM,X5,69
199352,03-Jan-25,CCM,Y6,63
199352,03-Jan-25,CCM,Z7,64
199353,03-Jan-25,LRF,L4,71
199353,03-Jan-25,LRF,L5,70
199353,03-Jan-25,CCM,X5,65
199353,03-Jan-25,CCM,Y5,61
199353,03-Jan-25,CCM,Z5,62
199354,03-Jan-25,LRF,L4,71
199354,03-Jan-25,CCM,X5,62
199354,03-Jan-25,CCM,Y5,59
199354,03-Jan-25,CCM,Z5,61
199355,03-Jan-25,LRF,L4,60
199355,03-Jan-25,CCM,X5,53
199355,03-Jan-25,CCM,Y5,56
199355,03-Jan-25,CCM,Z5,54
199356,03-Jan-25,LRF,L4,115
199356,03-Jan-25,LRF,L5,148
199356,03-Jan-25,CCM,X5,131
199356,03-Jan-25,CCM,Y5,132
199356,03-Jan-25,CCM,Z5,131
199356,08-Jan-25,Sequence,X3,138
199356,08-Jan-25,Sequence,Y4,143
199356,08-Jan-25,Sequence,Z5,141
199357,03-Jan-25,LRF,L4,113
199357,03-Jan-25,LRF,L5,145
199357,03-Jan-25,CCM,X5,146
199357,03-Jan-25,CCM,Y6,149
199357,03-Jan-25,CCM,Z7,149
199358,03-Jan-25,LRF,L4,57
199358,03-Jan-25,CCM,X5,55
199358,03-Jan-25,CCM,Y6,55
199358,03-Jan-25,CCM,Z7,56
199359,03-Jan-25,LRF,L4,136
199359,03-Jan-25,LRF,L5,152
199359,03-Jan-25,CCM,X5,162
199359,03-Jan-25,CCM,Y6,160
199359,03-Jan-25,CCM,Z7,162
199360,03-Jan-25,LRF,L4,61
199360,03-Jan-25,CCM,X5,76
199360,03-Jan-25,CCM,Y6,75
199360,03-Jan-25,CCM,Z7,76
199361,03-Jan-25,LRF,L4,65
199361,04-Jan-25,CCM,X5,76
199361,04-Jan-25,CCM,Y6,75
199361,04-Jan-25,CCM,Z7,77
199362,03-Jan-25,LRF,L4,59
199362,03-Jan-25,LRF,L5,57
199362,04-Jan-25,CCM,X5,60
199362,04-Jan-25,CCM,Y6,60
199362,04-Jan-25,CCM,Z7,61
199363,03-Jan-25,LRF,L4,80
199363,04-Jan-25,CCM,X5,77
199363,04-Jan-25,CCM,Y6,81
199363,04-Jan-25,CCM,Z7,79
199364,03-Jan-25,LRF,L4,76
199364,03-Jan-25,LRF,L5,69
199364,04-Jan-25,CCM,X5,83
199364,04-Jan-25,CCM,Y6,82
199364,04-Jan-25,CCM,Z7,84
199365,03-Jan-25,LRF,L4,50
199365,04-Jan-25,CCM,X5,63
199365,04-Jan-25,CCM,Y6,65
199365,04-Jan-25,CCM,Z7,65
199366,03-Jan-25,LRF,L4,66
199366,03-Jan-25,LRF,L5,68
199366,04-Jan-25,CCM,X5,82
199366,04-Jan-25,CCM,Y6,77
199366,04-Jan-25,CCM,Z7,83
199367,03-Jan-25,LRF,L4,63
199367,03-Jan-25,LRF,L5,60
199367,04-Jan-25,CCM,X5,75
199367,04-Jan-25,CCM,Y6,77
199367,04-Jan-25,CCM,Z7,79
199368,03-Jan-25,LRF,L4,55
199368,04-Jan-25,CCM,X5,60
199368,04-Jan-25,CCM,Y6,58
199368,04-Jan-25,CCM,Z7,58
199369,03-Jan-25,LRF,L4,53
199369,04-Jan-25,CCM,X5,63
199369,04-Jan-25,CCM,Y6,62
199369,04-Jan-25,CCM,Z7,62
199370,03-Jan-25,LRF,L4,68
199370,03-Jan-25,LRF,L5,77
199370,04-Jan-25,CCM,X5,79
199370,04-Jan-25,CCM,Y6,78
199370,04-Jan-25,CCM,Z7,78
199371,03-Jan-25,LRF,L4,48
199371,04-Jan-25,CCM,X5,57
199371,04-Jan-25,CCM,Y6,61
199371,04-Jan-25,CCM,Z7,59
199372,03-Jan-25,LRF,L5,73
199372,04-Jan-25,CCM,X5,82
199372,04-Jan-25,CCM,Y6,84
199372,04-Jan-25,CCM,Z7,85
199373,03-Jan-25,LRF,L4,69
199373,04-Jan-25,CCM,X5,78
199373,04-Jan-25,CCM,Y6,76
199373,04-Jan-25,CCM,Z7,77
199374,03-Jan-25,LRF,L4,49
199374,03-Jan-25,LRF,L5,51
199374,04-Jan-25,CCM,X5,64
199374,04-Jan-25,CCM,Y6,62
199374,04-Jan-25,CCM,Z7,61
199375,03-Jan-25,LRF,L4,55
199375,03-Jan-25,LRF,L5,56
199375,04-Jan-25,CCM,X5,68
199375,04-Jan-25,CCM,Y6,67
199375,04-Jan-25,CCM,Z7,68
199376,03-Jan-25,LRF,L4,43
199376,03-Jan-25,LRF,L5,46
199376,04-Jan-25,CCM,X5,47
199376,04-Jan-25,CCM,Y6,47
199376,04-Jan-25,CCM,Z7,49
199377,03-Jan-25,LRF,L4,56
199377,03-Jan-25,LRF,L5,55
199377,04-Jan-25,CCM,X5,70
199377,04-Jan-25,CCM,Y6,72
199377,04-Jan-25,CCM,Z7,71
199378,03-Jan-25,LRF,L4,44
199378,04-Jan-25,CCM,X5,59
199378,04-Jan-25,CCM,Y6,57
199378,04-Jan-25,CCM,Z7,61
199379,04-Jan-25,LRF,L5,44
199379,04-Jan-25,LRF,L4,54
199379,04-Jan-25,CCM,X5,66
199379,04-Jan-25,CCM,Y6,61
199379,04-Jan-25,CCM,Z7,62
199380,04-Jan-25,LRF,L4,85
199380,04-Jan-25,LRF,L5,107
199380,04-Jan-25,CCM,X5,113
199380,04-Jan-25,CCM,Z7,114
199380,04-Jan-25,CCM,Y6,111
199381,04-Jan-25,LRF,L4,112
199381,04-Jan-25,LRF,L5,119
199381,04-Jan-25,CCM,X5,123
199381,04-Jan-25,CCM,Z7,124
199382,04-Jan-25,LRF,L4,57
199382,04-Jan-25,LRF,L5,62
199382,04-Jan-25,CCM,X5,73
199382,04-Jan-25,CCM,Y6,72
199382,04-Jan-25,CCM,Z7,72
199383,04-Jan-25,LRF,L4,95
199383,04-Jan-25,LRF,L5,112
199383,04-Jan-25,CCM,X5,118
199383,04-Jan-25,CCM,Y5,119
199383,04-Jan-25,CCM,Z5,117
199384,04-Jan-25,LRF,L4,68
199384,04-Jan-25,CCM,X5,81
199384,04-Jan-25,CCM,Y5,79
199384,04-Jan-25,CCM,Z5,80
199385,04-Jan-25,LRF,L4,67
199385,04-Jan-25,LRF,L5,66
199385,04-Jan-25,CCM,X5,83
199385,04-Jan-25,CCM,Y5,85
199385,04-Jan-25,CCM,Z5,84
199386,04-Jan-25,LRF,L4,61
199386,04-Jan-25,LRF,L5,64
199386,04-Jan-25,CCM,Z5,70
199386,04-Jan-25,CCM,Y5,67
199386,04-Jan-25,CCM,X5,66
199387,04-Jan-25,LRF,L4,51
199387,04-Jan-25,CCM,X5,59
199387,04-Jan-25,CCM,Z7,61
199387,04-Jan-25,CCM,Y6,59
199388,04-Jan-25,LRF,L4,59
199388,04-Jan-25,CCM,X5,65
199388,04-Jan-25,CCM,Y5,66
199388,04-Jan-25,CCM,Z7,65
199389,04-Jan-25,LRF,L4,78
199389,04-Jan-25,LRF,L5,27
199389,04-Jan-25,CCM,X5,63
199389,04-Jan-25,CCM,Y6,66
199389,04-Jan-25,CCM,Z7,61
199390,04-Jan-25,LRF,L4,26
199390,06-Jan-25,CCM,X5,52
199390,06-Jan-25,CCM,Y5,54
199390,06-Jan-25,CCM,Z5,50
199391,04-Jan-25,LRF,L4,4
199391,04-Jan-25,LRF,L5,6
199391,04-Jan-25,LRF,L6,0
199391,04-Jan-25,CCM,X5,56
199391,04-Jan-25,CCM,Y6,56
199391,04-Jan-25,CCM,Z5,55
199392,04-Jan-25,LRF,L4,70
199392,04-Jan-25,LRF,L5,114
199392,04-Jan-25,LRF,L5,136
199392,04-Jan-25,CCM,X5,132
199392,04-Jan-25,CCM,X5,140
199392,04-Jan-25,CCM,Z7,135
199393,04-Jan-25,LRF,L4,120
199393,04-Jan-25,LRF,L5,139
199393,04-Jan-25,CCM,X5,142
199393,04-Jan-25,CCM,Y6,141
199393,04-Jan-25,CCM,Z7,141
199394,04-Jan-25,LRF,L4,71
199394,04-Jan-25,LRF,L5,72
199394,04-Jan-25,CCM,X5,87
199394,04-Jan-25,CCM,Y5,84
199394,04-Jan-25,CCM,Z5,83
199395,04-Jan-25,LRF,L4,120
199395,04-Jan-25,LRF,L5,133
199395,04-Jan-25,LRF,L6,147
199395,04-Jan-25,CCM,X5,155
199395,04-Jan-25,CCM,Y5,152
199395,04-Jan-25,CCM,Z5,153
199396,04-Jan-25,LRF,L4,66
199396,04-Jan-25,LRF,L4,59
199396,04-Jan-25,LRF,L5,63
199396,04-Jan-25,CCM,X5,72
199396,04-Jan-25,CCM,Y5,75
199396,04-Jan-25,CCM,Z5,72
199397,04-Jan-25,LRF,L4,56
199397,04-Jan-25,LRF,L5,65
199397,04-Jan-25,CCM,X5,75
199397,04-Jan-25,CCM,Y5,75
199397,04-Jan-25,CCM,Z5,76
199398,04-Jan-25,LRF,L4,121
199398,04-Jan-25,LRF,L5,153
199398,04-Jan-25,LRF,L6,173
199398,04-Jan-25,CCM,Z5,148
199398,04-Jan-25,CCM,Y5,150
199398,04-Jan-25,CCM,X5,152
199399,04-Jan-25,LRF,L4,145
199399,05-Jan-25,CCM,X5,135
199399,05-Jan-25,CCM,Y6,132
199399,05-Jan-25,CCM,Z7,137
199400,04-Jan-25,LRF,L4,71
199400,04-Jan-25,LRF,L5,69
199400,04-Jan-25,CCM,X5,82
199400,04-Jan-25,CCM,Y5,82
199400,04-Jan-25,CCM,Z5,82
199401,04-Jan-25,LRF,L4,117
199401,04-Jan-25,LRF,L5,144
199401,04-Jan-25,CCM,X5,143
199401,04-Jan-25,CCM,Y6,145
199401,04-Jan-25,CCM,Z7,151
199402,04-Jan-25,LRF,L4,73
199402,04-Jan-25,LRF,L4,69
199402,04-Jan-25,CCM,X5,75
199402,04-Jan-25,CCM,Y6,74
199402,04-Jan-25,CCM,Z7,75
199402,05-Jan-25,Sequence,ZL,84
199402,05-Jan-25,Sequence,YL,85
199402,05-Jan-25,Sequence,XL,83
199403,04-Jan-25,LRF,L4,68
199403,04-Jan-25,LRF,L5,86
199403,04-Jan-25,CCM,X5,99
199403,04-Jan-25,CCM,Y6,98
199403,04-Jan-25,CCM,Z7,104
199404,04-Jan-25,LRF,L4,71
199404,04-Jan-25,LRF,L5,93
199404,04-Jan-25,LRF,L6,80
199404,04-Jan-25,CCM,X5,79
199404,04-Jan-25,CCM,Y6,75
199404,05-Jan-25,CCM,Z7,80
199404,06-Jan-25,Sequence,XL,77
199404,06-Jan-25,Sequence,YL,81
199404,06-Jan-25,Sequence,ZL,75
199405,04-Jan-25,LRF,L4,67
199405,04-Jan-25,LRF,L5,68
199405,05-Jan-25,CCM,X5,92
199405,05-Jan-25,CCM,Y6,89
